,country,portName,portAuthority,address,phone,fax,email,latitude,longitude,ddLatitude,ddLongitude,portType,portSize,firstPortofEntry,publication,chart,usaRep,medicalFacilities,harborSize,shelter,maxVesselSize,harborType,turningArea,holdingGround,tide,overheadLimit,swell,channel,cargoPier,meanTide,anchorage,oilTerminal,compulsory,available,tugAssistance,tugSalvage,pratique,rail,wharves,medMoor,hundredTonLifts,fiftyTonLifts,twentyTonLifts,zeroTonLifts,fixedCranes,mobileCranes,floatingCranes,longshore,provisions,fuelOil,deck,water,dieselOil,shipRepairs,marineRailroadSize,drydockSize
141,GB,MEVAGISSEY,,,,,, 50 9 35 N ,-4 28 11 W,50.15,-4.469722222222222,,,,191.0,37003,,,Very Small,Good,less than 500 feet,Coastal Breakwater,,,Yes,,No,6 - 10 ft,0 - 5 ft,4,11 - 15 ft,,Yes,Yes,,,,Yes,,,,,,,,,,,Yes,,,Yes,,Limited,,
142,GB,MIDDLESBOROUGH,,,,,, 54 35 4 N ,-1 14 1 W,54.583333333333336,-1.2336111111111112,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
143,GB,MINWORTH,,,,,, 52 19 11 N ,-1 27 35 W,52.31666666666667,-1.4597222222222221,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
144,GB,MISTLEY, Mistley Quay and Forwarding Co ,"High Street Mistley Manningtree, Essex C O11 1 H B United Kingdom", 44 1206 394431 , 44 1206 393882 ,, 51 55 59 N ,1 8 60 E,51.916666666666664,1.1333333333333333, Harbor , Small ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,GB,MONTROSE, Montrose Port Authority ,"Harbour Office, South Quay Ferryden Montrose D D10 9 S L United Kingdom", 44 01674 672 302 , 44 01674 675 530 , info@montroseport.co.uk , 56 42 46 N ,-2 26 58 W,56.7,-2.4494444444444445, Harbor , Small ,Yes,141.0,35013,No,Yes, Small , Good , Over 500 feet in length , River Natural ,,Yes,Yes,Yes,Yes,16 - 20 ft,16 - 20 ft,3,41 - 45 ft,16 - 20 ft,Yes,Yes,Yes,No,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes, Limited ,,
146,GB,MOSTON,,,,,, 53 18 36 N ,-2 6 0 W,53.3,-2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
147,GB,MOSTYN, Mostyn Docks Ltd ,"Holywell, Flintshire C H8 9 H E United Kingdom", 44 1745 560335 , 44 1745 560324 ,, 53 19 0 N ,-3 16 0 W,53.31666666666667,-3.2666666666666666, Harbor , Small ,,142.0,,,,Very Small,Fair,less than 500 feet,Coastal Natural,,,,,,36 - 40 ft,6 - 10 ft,5,51 - 55 ft,,Yes,Yes,Yes,,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,,Limited,Up to 200 tons,
148,GB,NAILSEA,,,,,, 51 15 35 N ,-2 27 0 W,51.25,-2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
149,GB,NAIRN,,,,,, 57 21 0 N ,-3 31 47 W,57.35,-3.529722222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
150,GB,NEATH ABBEY,,,,,, 51 38 46 N ,-3 50 19 W,51.63333333333333,-3.838611111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
151,GB,NEW HOLLAND,,,,,, 53 42 14 N ,-0 22 2 W,53.7,-0.36722222222222217,,,,192.0,37062,,,Very Small,Poor,less than 500 feet,Open Roadstead,,,,,,0 - 5 ft,0 - 5 ft,5,16 - 20 ft,,Yes,Yes,,,,Yes,Yes,,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Limited,,
152,GB,NEWLYN, The Newlyn Pier and Harbour Commission ,"Harbour Office Newlyn, Cornwall T R18 5 H W United Kingdom", 44 1736 362523 , 44 1736 351614 ,, 50 6 0 N ,-5 32 60 W,50.1,-5.55, Harbor , Small ,,191.0,36049,,Yes, Very Small , Good , Over 500 feet in length , Coastal Breakwater ,,,Yes,Yes,No, 6 - 10 feet 1.8 - 3 meters , 6 - 10 feet 1.8 - 3 meters ,5,21 - 25 ft,,Yes,Yes,Yes,No,,Yes,Yes,,No,No,No,No,No,Yes,No,Yes,Yes,Yes,,Yes,Yes, Limited ,Up to 200 tons,
153,GB,NORWICH,,,,,, 52 37 59 N ,1 19 0 E,52.61666666666667,1.3166666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
154,GB,PADSTOW, Padstow Harbour Commissioners ,"The Harbour Office Padstow, Cornwall P L28 8 A Q United Kingdom", 44 1841 532239 , 44 1841 533346 , info@padstow-harbour.co.uk , 50 33 37 N ,-4 55 5 W,50.55,-4.918055555555556, Harbor , Small ,Yes,142.0,,No,Yes, Very Small , Excellent , Up to 500 feet in length , River Natural ,,No,Yes,,Yes, 6 - 10 feet 1.8 - 3 meters ,11 - 15 ft,6, 6 - 10 feet 1.8 - 3 meters ,,Yes,Yes,No,No,,Yes,,,No,No,No,No,No,No,No,,Yes,Yes,,Yes,Yes, Limited ,,
155,GB,PAR,,,,,, 50 21 0 N ,-4 42 0 W,50.35,-4.7,,,,191.0,37003,,Yes,Very Small,Good,less than 500 feet,Coastal Breakwater,Yes,No,Yes,Yes,No,0 - 5 ft,16 - 20 ft,4,31 - 35 ft,,Yes,Yes,No,No,,Yes,Yes,,,,,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes,Limited,,Up to 656 ft
156,GB,PEEBLES,,,,,, 55 22 48 N ,-3 6 35 W,55.36666666666667,-3.1097222222222225,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
157,GB,PEMBROKE,,,,,, 51 40 52 N ,-4 56 52 W,51.666666666666664,-4.947777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
158,GB,PENRYN,,,,,, 50 9 47 N ,-5 3 30 W,50.15,-5.058333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
159,GB,PENZANCE, Penwith District Council ,"St Clare Penzance, Cornwall T R18 3 Q W United Kingdom", 44 01736 3661133 ,,, 50 7 5 N ,-5 32 8 W,50.11666666666667,-5.535555555555556, Harbor , Small ,Yes,191.0,36049,No,Yes, Small , Good , Up to 500 feet in length , Coastal Tide Gate ,,,Yes,Yes,No,16 - 20 ft,11 - 15 ft,5,46 - 50 ft,,,Yes,Yes,No,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes, Limited ,Up to 200 tons,Up to 656 ft
160,GB,PERTH, Perth and Kinross Council ,Lower Harbour Friarton Road Perth P H2 8 B B United Kingdom, 44 1738 624056 , 44 1738 622263 ,, 56 23 36 N ,-3 25 32 W,56.38333333333333,-3.4255555555555555, River Port , Small ,Yes,141.0,,No,Yes, Small , Excellent , Up to 500 feet in length , River Basin ,,,Yes,Yes,No, 6 - 10 feet 1.8 - 3 meters ,11 - 15 ft,11, 6 - 10 feet 1.8 - 3 meters ,,No,Yes,Yes,,,Yes,Yes,,,,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,Yes, Limited ,Up to 200 tons,
161,GB,PETERHEAD, Peterhead Bay Authority ,"Bath House Bath Street Peterhead, Scotland A B42 1 D W United Kingdom", 44 01779 474020 , 44 01779 475712 , jewallace@peterheadport.co.uk , 57 30 39 N ,-1 46 27 W,57.5,-1.7741666666666667, Harbor , Small ,Yes,141.0,35013,No,Yes, Small , Good , Up to 500 feet in length , Coastal Breakwater ,Yes,No,Yes,,No,11 - 15 ft,16 - 20 ft,2,41 - 45 ft,36 - 40 ft,Yes,Yes,Yes,No,,Yes,Yes,,Yes,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes, Moderate ,,Up to 656 ft
162,GB,PLYMOUTH, Cattewater Harbour Commissioners ,"2 The Barbican Plymouth, Devon P L1 2 L R United Kingdom", 44 1752 665934 , 44 1752 253624 , info@plymouthport.org.uk , 50 21 56 N ,-4 8 30 W,50.35,-4.1416666666666675, Harbor , Small ,Yes,191.0,37007/6,Yes,Yes,Medium,Excellent,less than 500 feet,Coastal Natural,Yes,Yes,Yes,Yes,No,31 - 35 ft,26 - 30 ft,5,26 - 30 ft,26 - 30 ft,Yes,Yes,Yes,,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,Limited,,985 ft and over
163,GB,POINT OF AYRE,,,,,, 54 24 13 N ,-4 22 29 W,54.4,-4.374722222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
164,GB,PONTEFRACT,,,,,, 53 24 35 N ,-1 10 47 W,53.4,-1.1797222222222223,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
165,GB,POOLE, Poole Harbour Commissioners ,"Harbour Office20 New Quay Road Poole, Dorset B H15 4 A F United Kingdom", 44 01202 440200 , 44 01202 440212 , pooleharbourcommissioners@phc.co.uk , 50 42 52 N ,-1 58 59 W,50.7,-1.9830555555555556, Harbor , Small ,Yes,,,No,Yes, Small , None , Over 500 feet in length , River Natural ,Yes,,Yes,Yes,No,11 - 15 ft,11 - 15 ft,2,36 - 40 ft,16 - 20 ft,Yes,Yes,Yes,No,,Yes,,,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,,Yes,, Limited ,Up to 200 tons,
166,GB,POPLAR,,,,,, 51 17 60 N ,-0 6 0 W,51.28333333333333,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
167,GB,PORT ASKAIG,,,,,, 55 50 2 N ,-6 6 39 W,55.833333333333336,-6.110833333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
168,GB,PORTAVOGIE,,,,,, 54 27 43 N ,-5 26 20 W,54.45,-5.438888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
169,GB,PORTBURY,,,,,, 51 28 16 N ,-2 38 55 W,51.46666666666667,-2.6486111111111112,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
170,GB,PORT ELLEN,,,,,, 55 38 26 N ,-6 12 25 W,55.63333333333333,-6.206944444444445,,,No,141.0,35118,No,Yes,Very Small,Poor,less than 500 feet,Open Roadstead,,Yes,No,,No,11 - 15 ft,11 - 15 ft,1,36 - 40 ft,,No,Yes,No,No,,Yes,Yes,,,,,,,,,Yes,Yes,,,Yes,,,,
171,GB,PORTHMADOG,,,,,, 52 55 0 N ,-4 7 59 W,52.916666666666664,-4.133055555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
172,GB,PORTISHEAD,,,,,, 51 29 12 N ,-2 45 50 W,51.483333333333334,-2.763888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
173,GB,PORT LAMONT,,,,,, 55 52 53 N ,-5 2 27 W,55.86666666666667,-5.0408333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
174,GB,PORTLAND, Portland Harbor Authority ,"Port Office Castletown Portland, Dorset D T5 1 P P United Kingdom", 44 01305 824044 , 44 01305 824055 , marine@portland-port.co.uk , 50 33 44 N ,-2 26 14 W,50.55,-2.4372222222222226, Harbor , Small ,Yes,,,Yes,Yes, Small , Excellent , Over 500 feet in length , Coastal Breakwater ,,Yes,Yes,No,Yes,36 - 40 ft,21 - 25 ft,2,26 - 30 ft,,Yes,Yes,Yes,Yes,,Yes,Yes,,,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes, Limited ,Up to 200 tons,
175,GB,PORT PENRHYN, Penrhyn Port Authority ,"Harbour Masters Office Harbour Masters Office Bangor, Gwyned L L57 4 H N United Kingdom", 44 1248 352525 , 44 1248 352525 , harbourmaster@portpenrhyn.co.uk , 53 13 59 N ,-4 7 0 W,53.21666666666667,-4.116666666666666, Harbor , Small ,No,,,No,Yes, Very Small , Fair , Up to 500 feet in length , River Basin ,,,Yes,,No, 6 - 10 feet 1.8 - 3 meters , 6 - 10 feet 1.8 - 3 meters ,,26 - 30 ft,,No,Yes,No,No,,Yes,,,,,,Yes,,Yes,,,Yes,Yes,,Yes,Yes, Limited ,"201 to 1,000 tons",
176,GB,PORT SUNLIGHT,,,,,, 53 21 1 N ,-2 58 25 W,53.35,-2.9736111111111114,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
177,GB,PORT SUTTON BRIDGE,,,,,, 52 46 21 N ,0 11 59 E,52.766666666666666,0.18333333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
178,GB,PORT TALBOT, Associated British Ports ,"Puckey House The Docks, Port Talbot, West Glamorgan S A13 1 R B United Kingdom", 0870 609 6699 , 01792 633 355 ,, 51 35 6 N ,-3 48 42 W,51.583333333333336,-3.8116666666666665, Harbor , Small ,,142.0,,No,Yes, Small , Good , Over 500 feet in length , Coastal Breakwater ,Yes,,Yes,Yes,No,36 - 40 ft,46 - 50 ft,6,36 - 40 ft,26 - 30 ft,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, Major ,,657 ft to 984 ft
179,GB,PORT WILLIAM,,,,,, 54 27 35 N ,-4 20 60 W,54.45,-4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
180,GB,PRESTON,,,,,, 53 45 26 N ,-2 43 10 W,53.75,-2.7194444444444446,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
181,GB,PWLLHELI,,,,,, 52 31 48 N ,-4 15 0 W,52.516666666666666,-4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
182,GB,RAMSGATE, Thanet District Council ,"The Harbour Office Military Road Ramsgate, Kent C T11 9 L Q United Kingdom", 1843 587661 , 1843 587661 , portoframsgate@thanet.gov.uk , 51 19 38 N ,1 24 56 E,51.31666666666667,1.4, Seaport , Small ,Yes,191.0,37028,No,Yes, Very Small , Good , Up to 500 feet in length , Coastal Breakwater ,,,Yes,,No, 6 - 10 feet 1.8 - 3 meters ,16 - 20 ft,5,11 - 15 ft,16 - 20 ft,Yes,Yes,Yes,No,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes, Limited ,Up to 200 tons,657 ft to 984 ft
183,GB,RICHBOROUGH,,,,,, 51 18 0 N ,1 20 58 E,51.3,1.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
184,GB,ROTHERHAM,,,,,, 53 15 35 N ,-1 12 35 W,53.25,-1.2097222222222221,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
185,GB,ROTHES,,,,,, 57 18 36 N ,-3 7 47 W,57.3,-3.129722222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
186,GB,ROYSTON,,,,,, 53 21 35 N ,-1 16 12 W,53.35,-1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
187,GB,RUNCORN,,,,,, 53 20 36 N ,-2 43 55 W,53.333333333333336,-2.7319444444444447,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
188,GB,RYE,,,,,, 50 55 54 N ,0 46 27 E,50.916666666666664,0.7666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
189,GB,SALT END,,,,,, 53 26 23 N ,-0 8 24 W,53.43333333333333,-0.13999999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
190,GB,SAUNDERSFOOT,,,,,, 51 25 12 N ,-4 25 47 W,51.416666666666664,-4.429722222222223,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
191,GB,SCALLOWAY, Sullom Voe Harbour Authority ,"Port Administration Building Sella Ness Sullom Voe, Shetland Z E2 9 Q R United Kingdom", 1806 242551 , 1806 242237 , ports@shetland.gov.uk , 60 8 9 N ,-1 17 44 W,60.13333333333333,-1.2955555555555553, Harbor , Small ,No,141.0,35071,No,Yes, Very Small , Good , Up to 500 feet in length , Coastal Natural ,,Yes,No,,No,21 - 25 ft,21 - 25 ft,1,31 - 35 ft,,No,Yes,Yes,No,,,Yes,,Yes,,,,,Yes,,Yes,Yes,Yes,,Yes,Yes, Limited ,Up to 200 tons,
192,GB,SCARBOROUGH, Scarborough Borough Council ,"Harbour Office Endeavour Wharf Whitby, North Yorkshire Y O21 1 D N United Kingdom", 44 01947 602354 , 44 01947 600380 , Bill.Estill@scarborough.gov.uk , 54 17 2 N ,-0 23 44 W,54.28333333333333,-0.3955555555555556, Harbor , Small ,Yes,192.0,35006,No,Yes, Very Small , Good , Up to 500 feet in length , Coastal Breakwater ,,Yes,Yes,,No, 6 - 10 feet 1.8 - 3 meters ,11 - 15 ft,5,26 - 30 ft,,Yes,Yes,Yes,No,,Yes,,,,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes, Emergency Only ,Up to 200 tons,
193,GB,SCRABSTER, Scrabster Harbour Trust ,"Harbour Office Scrabster, Caithness K W14 7 U J United Kingdom", 44 01847 892779 , 44 01847 892353 , harbour@scrabster.co.uk , 58 37 0 N ,-3 32 60 W,58.61666666666667,-3.55, Harbor , Small ,Yes,,,No,Yes, Small , Fair , Up to 500 feet in length , Coastal Breakwater ,,,Yes,Yes,No,11 - 15 ft,11 - 15 ft,9,26 - 30 ft,16 - 20 ft,No,Yes,No,No,,Yes,,,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes, Limited ,,
194,GB,SEAHAM, Victoria Group ,"Seaham Harbour Seaham, Co Durham S R7 7 N Z United Kingdom", 44 0 191 516 1700 , 44 0 191 516 1701 , info@seahamharbour.com , 54 50 4 N ,-1 19 42 W,54.833333333333336,-1.3283333333333334, Harbor , Small ,No,192.0,,No,Yes, Small , Good , Up to 500 feet in length , Coastal Tide Gate ,Yes,No,Yes,Yes,No, 6 - 10 feet 1.8 - 3 meters ,21 - 25 ft,4,26 - 30 ft,,No,Yes,Yes,,,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, Moderate ,"201 to 1,000 tons",
195,GB,SELBY,,,,,, 53 46 59 N ,-1 3 39 W,53.766666666666666,-1.0608333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
196,GB,SHEERNESS, Mersey Docks and Harbour Company ,"Medway Ports Sheerness Docks Sheerness, Kent M E12 1 R S United Kingdom", 44 01795 596596 , 44 01795 660072 , descrampton@medwayports.com , 51 26 28 N ,0 45 49 E,51.43333333333333,0.75, Seaport , Medium ,Yes,192.0,,No,Yes, Very Small , Good , Over 500 feet in length , River Natural ,,,Yes,,No,16 - 20 ft,36 - 40 ft,4,46 - 50 ft,,Yes,Yes,Yes,,,Yes,,,,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes, Moderate ,Up to 200 tons,Up to 656 ft
197,GB,SHEFFIELD,,,,,,- 15 55 59 S ,-5 40 0 W,-15.933055555555555,-5.666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
198,GB,SHOREHAM, Shoreham Port Authority ,Harbour Office Albion Street Southwick B N42 4 E D United Kingdom, 44 01273 598100 , 44 01273 592492 , info@shoreham-port.co.uk , 50 49 59 N ,-0 15 0 W,50.81666666666667,-0.25, Harbor , Small ,Yes,,,No,Yes, Very Small , Good , Up to 500 feet in length , River Tide Gate ,Yes,,No,Yes,No, 6 - 10 feet 1.8 - 3 meters ,16 - 20 ft,6,16 - 20 ft,16 - 20 ft,Yes,Yes,Yes,No,,Yes,Yes,,,,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes, Limited ,"201 to 1,000 tons",Up to 656 ft
199,GB,SHOTTON,,,,,, 53 14 30 N ,-3 6 17 W,53.233333333333334,-3.104722222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
200,GB,SILLOTH, Associated British Ports ,"Dock Office Silloth, Cumbria C A7 4 J Q United Kingdom", 01697 331358 , 01697 332709 , nridehalgh@abports.co.uk , 54 52 2 N ,-3 23 35 W,54.86666666666667,-3.3930555555555557, Harbor , Small ,Yes,142.0,36025,No,Yes, Small , Good , Up to 500 feet in length , Coastal Tide Gate ,,,Yes,Yes,Yes,11 - 15 ft,16 - 20 ft,4,21 - 25 ft,,Yes,Yes,No,No,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,Yes, Limited ,Up to 200 tons,
201,GB,SOUTHAMPTON, Associated British Ports ,Ocean Gate Atlantic Way Southampton S O14 3 Q N United Kingdom, 023 8048 8800 , 023 8033 6402 , dmorrison@abports.co.uk , 50 53 38 N ,-1 22 31 W,50.88333333333333,-1.3752777777777778, Seaport , Large ,Yes,191.0,,Yes,Yes, Large , Excellent , Over 500 feet in length , River Basin ,Yes,Yes,No,,No,26 - 30 ft,31 - 35 ft,5,41 - 45 ft,41 - 45 ft,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, Major ,"201 to 1,000 tons",985 ft and over
202,GB,SOUTH SHIELDS,,,,,, 55 0 21 N ,-1 25 49 W,55.0,-1.4302777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
203,GB,STOCKTON,,,,,, 37 57 0 N ,-121 19 0 W,37.95,-121.31666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
204,GB,STORNOWAY, Comhairle Nan Eilean Siar ,"Balivanich, Isle of Benbecula H S7 5 L A United Kingdom", 44 1870 602425 , 44 1870 602988 , harbourmaster@cne-siar.gov.uk , 58 12 0 N ,-6 22 0 W,58.2,-6.366666666666666, Harbor , Small ,Yes,,,No,Yes, Small , Good , Up to 500 feet in length , Coastal Natural ,,,No,,No,26 - 30 ft,11 - 15 ft,3,41 - 45 ft,21 - 25 ft,No,No,No,No,,,Yes,,,,,Yes,,No,,,Yes,Yes,Yes,Yes,Yes, Moderate ,"201 to 1,000 tons",
205,GB,STRANGFORD,,,,,, 54 21 54 N ,-5 34 41 W,54.35,-5.578055555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
206,GB,STRANRAER, Dumfries and Galloway Council ,"Environment and Infrastructure Dunbae House, Church St Stranraer, Scotland D G9 7 J G United Kingdom", 44 1776 702151 , 44 1776 704420 ,, 54 54 20 N ,-5 1 44 W,54.9,-5.028888888888889, Harbor , Small ,Yes,141.0,35126,No,Yes, Very Small , Good ,less than 500 feet, Coastal Natural ,,Yes,No,,No,11 - 15 ft, 6 - 10 feet 1.8 - 3 meters ,2,11 - 15 ft,,No,Yes,No,No,,Yes,Yes,,,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes, Limited ,"201 to 1,000 tons",
207,GB,STRETFORD,,,,,, 53 16 12 N ,-2 11 24 W,53.266666666666666,-2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
208,GB,STROMNESS,,,,,, 58 54 15 N ,-3 18 5 W,58.9,-3.301388888888889,,,Yes,141.0,35057,,Yes,Very Small,Good,less than 500 feet,Open Roadstead,,Yes,Yes,No,No,16 - 20 ft,21 - 25 ft,3,21 - 25 ft,,Yes,Yes,Yes,,,Yes,Yes,,,,,Yes,,Yes,,Yes,,Yes,,Yes,,Limited,,
209,GB,SUNDERLAND,,"Capstan House Greenwells Quay, South Docks Sunderland S R1 2 B U United Kingdom", 44 191 553 2100 , 44 191 553 2120 , info@portofsunderland.org.uk , 54 54 38 N ,-1 21 24 W,54.9,-1.3566666666666667, Seaport , Medium ,Yes,192.0,,No,Yes, Medium , Good , Over 500 feet in length , River Tide Gate ,Yes,,Yes,Yes,Yes,16 - 20 ft,16 - 20 ft,11,41 - 45 ft,26 - 30 ft,No,Yes,Yes,,,Yes,Yes,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes, Major ,"201 to 1,000 tons",Up to 656 ft
210,GB,SUTTON BRIDGE,,,,,, 52 27 35 N ,0 6 35 E,52.45,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
211,GB,SWANSEA, Associated British Ports ,"Harbour Office, Lock Head Kings Dock Swansea S A1 1 Q R United Kingdom", 0870 609 6699 , 01792 332 255 , jfitzgerald@abports.co.uk , 51 37 0 N ,-3 55 59 W,51.61666666666667,-3.9330555555555553, Seaport , Medium ,Yes,142.0,,No,Yes, Medium , Excellent , Over 500 feet in length , River Tide Gate ,Yes,,Yes,Yes,No,11 - 15 ft,31 - 35 ft,6,21 - 25 ft,31 - 35 ft,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, Major ,"201 to 1,000 tons",657 ft to 984 ft
212,GB,TEESPORT, PD Ports ,17-27 Queen's Square Middlesbrough T S2 1 A H United Kingdom, 44 1642 877000 , 44 1642 877056 , Trevor.Meredith@pdports.co.uk , 54 35 59 N ,-1 9 57 W,54.583333333333336,-1.1658333333333333, Seaport , Medium ,Yes,192.0,,No,Yes, Large , Excellent , Over 500 feet in length , River Tide Gate ,Yes,,Yes,Yes,No,11 - 15 ft,26 - 30 ft,4,41 - 45 ft,21 - 25 ft,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, Major ,"201 to 1,000 tons",657 ft to 984 ft
213,GB,TEIGNMOUTH, Associated British Ports Holdings ,"Old Quay Teignmouth, Devon T Q14 8 E S United Kingdom", 01626 774 044 , 01626 776 240 , datkin@abports.co.uk , 50 33 2 N ,-3 29 48 W,50.55,-3.4966666666666666, Harbor , Small ,Yes,,,No,Yes, Very Small , Fair , Up to 500 feet in length , River Natural ,,,Yes,Yes,No, 6 - 10 feet 1.8 - 3 meters , 0 - 5 feet 0 - 1.5 meters ,4,21 - 25 ft,,Yes,Yes,Yes,No,,Yes,,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,Yes,Yes, Limited ,,
214,GB,TETNEY TERMINAL,,,,,, 53 31 1 N ,0 4 58 E,53.516666666666666,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
